judul,alamat,deskripsi,kamar,bangunan,lahan,harga
Rumah 200 Jutaan Di Cikoneng Buahbatu Dekat Telkom University Shm,"Bojongsoang, Bandung","ARJUNA LAND CITY
CLUSTER MODERN MINIMALIS TERMURAH & TERDEKAT DENGAN PODOMORO PARK BUAH BATU
7 menit dari Podomoro Park Buah batu9 menit dari University Telkom11 menit Transmart Buah Batu11 menit exit tol Buah batu
Type 30/50 ( 1 Lantai) Rp 267 jtTYpe 36/60 (1 lantai ) Rp 297 Jt
Type 45/60 2LT Rp 410Type 60/60 2 Lt Rp 562
RUKO 65/75 2Lt Rp 725 Juta
Tersedia type rumah lain nya dengan luas yang berbeda, sesuai budget anda
Legalitas SHM IMBSumber air submersible
Skema bayar :CASH DAN CASH BERTAHAP ONLYDISKON 25 JUTA DARI HARGA PRICELIST UNTUK 20 UNIT PERTAMA
Info Survey & detail
Fajar RF",2,36,60,297000000
Rumah 200 Jutaan Di Cikoneng Buahbatu Dekat Telkom University Shm,"Bojongsoang, Bandung","ARJUNA LAND CITY
CLUSTER MODERN MINIMALIS TERMURAH & TERDEKAT DENGAN PODOMORO PARK BUAH BATU
7 menit dari Podomoro Park Buah batu9 menit dari University Telkom11 menit Transmart Buah Batu11 menit exit tol Buah batu
Type 30/50 ( 1 Lantai) Rp 267 jtTYpe 36/60 (1 lantai ) Rp 297 Jt
Type 45/60 2LT Rp 410Type 60/60 2 Lt Rp 562
RUKO 65/75 2Lt Rp 725 Juta
Tersedia type rumah lain nya dengan luas yang berbeda, sesuai budget anda
Legalitas SHM IMBSumber air submersible
Skema bayar :CASH DAN CASH BERTAHAP ONLYDISKON 25 JUTA DARI HARGA PRICELIST UNTUK 20 UNIT PERTAMA
Info Survey & detail
Fajar RF",2,36,60,297000000
Rumah syariah harga subsidi,"Rancamulya, Bandung","Termurah di daerah Rancamanyar Kota Bandung Rumah sangat strategis.Desain rumah minimalis dan asri,Nonfurnish.dalam perumahan,bisa kpr langsung ke Developer dan cash.sangat cocok untuk investasi.  - Legalitas     :AJB siap naik SHM - Luas tanah    :50 Meter persegi - Luas Bangunan :36 Meter persegi - Kamar tidur   :2 - Kamar mandi   :1 - Daya listrik  :900 watt - Carport       :1 - Bangunan 1Lantai  Selling point: - Dekat pasar tradisional - Dekat tempat ibadah - Dekat Alfamart - Dekat sarana pendidikan (SD/SMP/SMA) - Bebas banjir - Minimalis - Tanpa BI Checking - Kredit tanpa bunga - Tanpa sita Keterangan : 1.Booking fee RP.5.000.000 sudah termasuk uang muka 2.Pembelian CASH KERAS mendapat cashback RP.15.000.000 3.Khusus pembelian CASH KERAS mendapat bonus (Fullspek):   - Meja kompor   - Kanopy   - Pagar   - Dak torn + Torn 250L 4.pembelian CASH BERTAHAP dapat memilih salah satu dari bonus 5.Cicilan Syariah tanpa bunga 6.Pembayaran uang muka serentak tanggal 20Januari 2022 (Booking sekarang uang muka bisa dicicil hingga 20Januari 2022)  Alamat lengkap : Jalan Rancakasiat, Kp Jl. Bojongwaru No.RT. 05, RW.03,                  Rancamulya, Kec. Pameungpeuk, Bandung, Jawa Barat 40376",2,40,60,180000000
Cicilan 1 Juta an. DP 0%. Arjasari Banjaran Bandung,"Arjasari, Bandung",RUMAH MURAH Type 30/60 Lokasi Arjasari Banjaran Bandung.   Bebas Banjir. Lokasi nyaman dan asri. Suasana Pegunungan.  Sertifikat hak Milik (SHM). IMB. Listrik 1.300 Watt.  Air Artesis,2,30,60,150500000
JUAL RUGI ! RUMAH DI PERMATA BANJARAN BANDUNG,"Banjaran, Bandung",Dijual murah rumah di komplek permata banjaran Bandung Rumah dijual di banjaran bandung ini memiliki spesifikasi sebagai berikut :  Luas tanah : 70 Luas Bangunan : 50 K.Tidur : 2 K. Mandi : 1 Listrik : 1300 watt Air : Semi Jetpump Legalitas : SHM dan IMB Lengkap  Harga 210 Juta Nego  Selling Point : - Lokasi sangat strategis - 800 meter ke kota banjaran - 500 meter ke pasar tradisional - 20 menit ke pintu toll soreang - dekat ke lokasi lokasi wisata di Bandung selatan Buruan siapa cepat dia dapat !,2,50,70,210000000
HUNIAN ASRI DEKAT PUSAT KOMERSIL PROMO BANYAK DISKON DAN FULLSET,"Soreang, Bandung","PILAR TANJUNG SARI Jl. Raya Soreang Banjaran Des. Tanjungsari Kec. Cangkuang Kab. Bandung  Dipasarkan hunian cluster eksklusif dan modern hanya tersedia 30 unit dengan harga yang sangat terjangkau, berada di lokasi yang sangat strategis hanya 500 meter dari jalan raya sorang banjaran dekat dengan sekolah, puskesmas, minimarket, rumah sakit, pasar dll.  Skema pembayaran :  - Cash Keras - Cash Bertahap - KPR Developer  Akses Point : 1 km dari wisata waterboom cahaya abadi 1 km dari pom bensin ciherang 3 km dari pasar dan alun alun banjaran 3 km dari polresta bandung 3 km dari rumah sakit soreang 5 km dari pemerintahan kabupaten bandung 6 km dari exit tol soreang pasir koja  Tersedia beberapa type :  Type 21/40 Harga Rp. 115.000.000 Type 30/40 Harga Rp. 125.000.000 Type 36/60 Harga Rp. 150.000.000 Type 60/80 Harga Rp. 250.000.000 Type 70/120 Harga Rp. 300.000.000  Bonus : Meja Kompor, Keramik Dingding Kamar Mandi, Dak Torn 250 Liter Dan Kanopi.  Harga Jual Sudah Termasuk Biaya AJB, Bphtb, pph dan imb  Booking Fee 5jt  Dapatkan Promo nya Sekarang Juga jangan Sampai Kehabisan  Info lanjut hubuningi : Duden dh CV. Mitra Artha Property",2,36,60,150000000
"Liburan ke Bandung nggak perlu hotel.ini lho ada yg murah DP 0%,,asri, sejuk",Bandung,mengadopsi konsep resort krn menyesuaikan loaksinya yg indah di tengah kota  akses mudah harga murah gampang proses nya hanya 10 menit ke Pemkab Bandung daripada nabung di hotel lebih baik invest disini jadi milik sendirii view Pegunungan yg indah dan hijau menyegarkan jiwa di kala pagi datang menyapa,3,50,69,453000000
JARANG ADA MURAH PADASUKA KODYA,"Antapani, Bandung",Dijual Rumah di Pasirlayung atas PADASUKA LOKASI STRATEGIS KODYA   Luas Tanah : 125m Luas Bangunan : 140m Kamar Tidur : 3 Kamar Mandi : 2 Lantai : 2 Air : Jetpump Listrik : 1300 Watt   Harga 550 juta Nego,3,140,125,550000000
Jarang ada Rumah baru minimalis modern Nyaman di Komp Suryalaya Bandung kota,"Regol, Bandung",Rumah bubat Komplek Suryalaya bandung kota (2lantai) Bangunan Baru SHM  Spesifikasi Bangunan  Luas Tanah : 110m² Luas Bangunan : 150m² Kamar Tidur : 4 Kamar Mandi : 4  Fasilitas :  Ruang Tamu Ruang Keluarga  Dapur Taman Depan & Belakang Ruang Cuci & Jemur Gudang Carport Mobil & Motor Lebar Jalan 6 meter Listrik 2200 Air Submersible  Harga 1.99M Nego,4,150,110,1980000000
Rumah Kost Bangunan Baru + Kios Turun Harga di Sukamenak Kopo Bandung,"Sukamenak, Bandung","Dijual Rumah Kost atau Kontrakan Bangunan Baru + Kios Di Sukamenak Kopo Bandung   TURUN HARGA  Luas Tanah 421 m² Luas Bangunan 450 m² 3 Lantai  Listrik Token 2200 Watt Air Submersible Carport 2 Mobil  Parkir 20 Motor  Hadap Selatan  SHM & IMB   Bangunan Terdiri Dari :  - Kost / Kontrakan 13 Pintu  Luas Bangunan 30 m² Ruang Tamu & keluarga  Kamar tidur 1 Kamar Mandi 1  Dapur   Tarif Sewa 1.1 jt / Bulan   - 1 Unit Rumah Tinggal  Luas Tanah 42 m² Luas Bangunan 84 m² Kamar Tidur 3  Kamar mandi 2  Ruang tamu  Ruang Keluarga  Dapur  Tarif Sewa Bulanan 3 Jt/ Bulan   - 1 Unit Kios  Luas Bangunan 2x3 m Rolling Door   Tarif Sewa 2 Jt / Bulan   Harga 2.65 M nego MENJADI 2.3 M NEGO TIPIS  Fasilitas : Jemuran di Lantai 3  Toren 200 Liter Di Lantai 3   Selling point: Lokasi bebas banjir, aman dan asri dalam komplek perumahan Lebar jalan masuk 3 meter 400 meter dari Jalan Raya sukamenak Kopo Dekat dengan Lapangan Golf Sulaiman Dekat dengan Fasilitas umum Memiliki nilai investasi yang tinggi  Note : Semua unit kosan dan rumah terisi penuh  Info Lanjut? Hubungi: Wao Harefa - Artha Property Nomor di Profile Fast Respons WhatsApps atau Telepon  WA 10/9/21",13,450,421,2300000000
RUMAH ISLAMI AL MAAS Di RANCAMANYAR BANDUNG SELATAN,"Rancamanyar, Bandung","Rumah Dijual di Bandung Selatan Bandung IDR 186.000.000 ID: 70462 Rumah Baru Murah Dalam Komplek Di Katapang Andir Bandung Selata Komplek Al Maas, komplek perumahan terbesar di kawasan desa Sukamukti Katapang Andir suasana nyaman dengan unit terbangun lebih 500 unit dengan harga mulai 186. Lokasi strategis di jalan raya Katapang Andir yang sudah ramai.  Jalan dalam komplek adalah jalan beton yg saat ini sedang dikerjakan.  Design rumah bisa request kesukaan anda, bisa bangun 2 lantai.   SPESIFIKASI:  Luas Tanah: 40 m2  Luas Bangunan: 30 m2  Kamar Tidur: 2 Kamar Mandi:  1 Pasokan Listrik (watt):  1300 Sumber Air:  Jetpump + torn 500 L Carport:  1 mobil   Legalitas:  AJB + IMB, bisa proses shm Jumlah lantai:  1  Bebas Banjir ? :  bebas banjir Lebar Akses Jalan: 2 Mobil.  Bangunan Tahun:  2020 Type2 yg tersedia: 21/40 (kt : 1, Km : 1) 30/40 (kt : 2, Km : 1) 30/45 (kt : 2, Km : 1)  Type lain lihat price list.  Juga bisa beli tanahnya saja dengan harga 2,5 juta/m2 dan dibangun dilain waktu.  Legalitas : AJB + IMB. Bisa ditingkatkan menjadi SHM SELLING POINT: Dibangun dengan material qualitas no. 1 Jalan dalam komplek jalan beton  Lapangan futsal dalam komplek Masjid dalam komplek.  Fasilitas lain di luar komplek Minimarket alfamart/indomart Puskesmas.  25 menit pintu tol KOPO 35 menit pintu tol SOROJA 25 menit sentra sepatu CIBADUYUT Cara bayar : CASH DAN CASH BERTAHAP - booking Rp 2 juta. Kalau tdk jadi beli 100% kembali. - DP 50 % sisanya dicicil 5 bln atau selama pembangunan (Negotiable)  - cash keras ada diskont 15% - Non KPR  Selengkapnya:-rumah-baru-murah-dalam-komplek-di-katapang-andir-bandung-selata_cuka71  Hubungi: cucu kartini",2,30,40,186000000
Rumah kavling murah.Syarat hanya KTP,"Cinunuk, Bandung","Yuk merapat yang sedang nyari rumah tanpa proses bi checking. Lokasi Bandung Timur Rumah kavling dengan free design Pembangunan indent 2 bulan  Lokasi sejuk masuk ke area asri pegunungan Strategis dekat ke exit tol Cileunyi,hanya 15 menit Jalan lebar masuk mobil Skema bayar Cash Cash bertahap Cicil syariah (dp masuk 50% bisa dicicil 4 bulan.sisa angsuran di bayar dengan tenor 5 tahun) Ayo kapan lagi punya rumah tanpa ribet   Survey dan buktikan sendiri!!!",3,40,65,195000000
RUMAH 2 LANTAI MINIMALIS HARGA MURAH DI BOJONGSOANG [UNIT TERBATAS],"Bojongsoang, Bandung","Mau cari hunian tanpa Riba? Tanpa Bl checking? Tanpa Denda? Tanpa Bank? Tanpa Sita? Tanpa Asuransi & Intinya tanpa ribet cara pembayaran atau kreditnya. . Kami hadirkan untuk anda sekeluarga yang terbaik: *NISCALA REGENCY* >comfort is a necessity < . Area Bojongsoang Dekat Telkom University Tersedia type 40 {2kt,1km,ruang tamu,dapur, carport & taman} . Start from 300 jt-an Cara bayar: Cash Atau Bertahap . Hubungi Kami Segera Sebelum Kehabisan! (Harga bisa berubah sewaktu-waktu) *Bonus*: FREE ALL IN - Free Biaya Notaris - Free Biaya Administrasi - Free Biaya Balik Nama - Free SHM - Free BPHTB . LOKASI STRATEGIS Sangat cocok untuk berkumpul dan bersantai bersama keluarga tercinta. - 0,9 Km Dari SPBU Bojongsoang - 1 Km Dari Supermarket Toserba Borma - 1,4 Km Dari Kantor PLN - 2,4 Km dari Rumah Sakit Bina Sehaat - 2,7 Km Dari Telkom University - 2,9 Km Dari SMK Telkom Bandung - 3,2 Km Dari Taman Kota Baleendah - 3,6 Km dari Pondok Modern Al Ihsan - 3,6 Km Dari Rumah Sakit Al Ihsan - 3,9 Km Dari Gerbang Tol Buah Batu, dll. . Miliki segera unitnya Promo terbatas!!!  RUMAH 2 LANTAI MINIMALIS HARGA MURAH DI BOJONGSOANG [UNIT TERBATAS]",2,80,47,300000000
Perumahan syariah indent strategis cibiru Bandung.,"Arcamanik, Bandung","Sudah menikah tapi belum punya rumah ? Ingin punya rumah tapi dana belum memadai? Bosen tinggal dirumah mertua terus-terusan? Tenang impianmu punya rumah sendiri bisa terwujud loh. Miliki salah satu hunian nyaman di Cibiru Bandung dengan harga promo opening hanya 400 jutaan loh dengan sistem angsuran syariah. Keunggulan : hanya 7 menit dari jalan raya cibiru 15 menit ke UIN Bandung 20 menit ke tol cileunyi Lokasi sangat strategis KPR 5 tahun Tanpa Bank Tanpa Bunga Tanpa Riba Segera hubungi kami, jangan sampai kehabisan. Bisa booking dan survey dulu.",3,50,72,400000000
Jarang Ada Rumah hanya hitung tanah sudah murah di Golf Arcamanik Bandung,"Arcamanik, Bandung","Murah pisannn Murah pisannn Murah pisannn Murah pisannn Murah pisannn  Lokasi Jalan golf Arcamanik Binhar  HARGA JUAL DIBAWAH   NJOP  Spesifikasi Bangunan  + Sertifikat SHM  Spesifikasi Bangunan Luas Tanah : 343m² Luas Bangunan : 170m² Kamar Tidur : 4 Kamar Mandi : 2 Dapur 1  Fasilitas : + Jet Pump, Listrik 1300 watt + Ada Paviliun belakang (ruang tamu, kamar tidur, kamar mandi dan dapur) + Garasi luas + Tanah belakang 100m an + paviliun + Bangunan menghadap ke Timur  PLUS POINT LOKASI  + Air Banyak dan Udara segar + Jalan Depan Beton + 2 Gate System (Portal & Hansip)  + Strategis Dekat ke Mesjid Al Barru(100m) SMA 24(600m), SMP 8(900m), KFC & GRIYA, RSUD UjungBerung, Mall Ubertos, Sport Center Arcamanik  Akses Jalan bisa dr Antapani-Arcamanik, S. Hatta(Damri), Guruminda dan AH. Nasution  *Harga 1.5 M Nego sampai jadi",4,170,342,1500000000
DP 0% Rumah Subsidi 30/60. Arjasari BandungR,"Bandung Kidul, Bandung",RUMAH SUBSIDI DP 0%.  Cicilan 1 Juta an.  Perumahan Kota Baru Arjasari Banjaran Bandung. Kamar Tidur 2 Kamar Mandi 1 Carport Mobil.  Dapur.  Ruang Tamu dan Keluarga. Air Artesis.  Listrik 1.300 Watt.  Sertifikat Hak Milik (SHM).  IMB   2Suasana Pegunungan sejuk dan Asri,2,30,60,150500000
Jarang Ada Rumah Minimalis 600jt an 300 Meter dr Carrefour Kiaracondong Bandung,"Buahbatu, Bandung",Jarang Ada Rumah Minimalis Strategis Tengah Kota Bandung  Hanya 300 meter dr Carrefour Kiaracondong Bandung   Harga 600jt an Sertifikat Hak Milik   Luas tanah 72m² Luas bangunan 36m²  2 kamar tidur  1 kamar mandi  Ruang tamu  Dapur  Teras Taman samping Kolam ikan Carport  Taman depan   SPESIFIKASI BANGUNAN  Dinding : Bata diplester + aci dan cat Pondasi : Beton Bertulang Lantai Utama & Teras : Granit Tile 60 x 60 Lantai Kamar Mandi : Keramik 30 x 30 Dinding Kamar Mandi : Keramik 30 x 60 Rangka Atap : Baja Ringan Daun Pintu ABS Jendela alumunium  Penutup Atap : Genteng Beton  Plafond : Gypsum Sanitair : Kloset Duduk Daya Listrik : 1300 Watt Sumber Air : Summersible per unit kedalaman 40 meter  Konsultasi lebih lanjut hubungi   Chandra Kartika  Telp/WA,2,36,72,696000000
Promo Cash Rumah Siap Huni Di Cisaranten Arcamanik Bandung Hrg 500jtaan,"Cisaranten Kulon, Bandung",Ready stock 2 unit rumah 2lt mewah di cisaranten Arcamanik Bandung. Lokasi Strategis karna dekat berbagai tempat dikota bandung. Untuk pembayaran khusus cash y.  Info silahkan WA/Tlp.,3,75,71,675000000
Permata Sukamukti. Kopo Katapang 30/60,"Katapang, Bandung",Rumah 1 Lantai. Type 30/60 Komplek Permata Sukamukti. Kopo Katapang Bandung.   Bebas Banjir.  Lahan Datar,2,30,60,283000000
Puri Pandawa Ciwastra Rumah 300 jutaan di dekat margahayu buahbatu bebas banjir,"Ciwastra, Bandung","Segera miliki hunian di Bandung kota yang dekat dengan Tol Buahbatu.  *Harga perdana mulai dari 300juta-an saja!*  Hunian yg strategis dan nyaman, dengan keamanan 24 jam,hanya 700 meter ke jl.Raya Ciwastra,  dan 750 M ke Pasar Ciwastra.   Spesifikasi bangunan terbaik dikelasnya.  Menjadikan Perumahan Pandawa sebagai aset terbaik untuk anda. Baik tempat tinggal ataupun investasi.   Jngan sampe kehabisan karna unit terbatas !  Promo khusus untuk CASH KERAS di  bulan ini   tersedia type 36/50 = 325 juta ALL IN 36/50 (mezzanine ) = 350 Juta all in 36/60 = 360 Juta ALL IN 45/60 = 425 juta 50/70 = 477 Juta  KHUSUS CASH DAN CASH BERTAHAP  Tidak Menggunakan BANK ,  Ayo segera surve dan booking unit segera untuk mendapatkan promonya. Info hub : Fajar RF Whatsapp :",2,36,60,360000000
Jual Villa Murah Desain Mewah di Lembang Bandung,"Lembang, Bandung","Villa cantik 2 lantai dekat kawasan Wisata Lembang Bandung Hanya 497 juta  Homes mixed used villa  pertama di kawasan wisata Lembang Bandung, kawasan strategis dengan segudang potensi bisnis  Harga perdana Start 497 jutaan only  Konsep 2 lantai dengan model arsitektur konseptual urban planner  Dikelilingi tempat wisata ternama  Dekat Pusat Pemerintahan, Mall, Pasar Tradisional, dekat exit Tol Subang KM 109, dan masih banyak lagi  HARGA PERDANA FOR HARDCASH ONLY 497 JT'AN!!!!  It's time to buy!!!  Insight:  Lokasi menurut saya ini harusnya buat rumah villa di atas 700-800 jt ke atas, aslinya kaget dijual 497 jtaan. Karena jual di atas 700 jt disana Worthed banget Dijual 497 jt Beud ini bener bener Unit Special gk bs ditolak Ada duit lebih mending ambil 2 Dijamin gak nyesel Kl gak percaya survey aja, rasakan feelnya..ini adalah penawaran yg Tidak Bisa Ditolak.  Yuk segera survey, Karena unitnya sangat-sangat terbatas.  Segera hubungi, Susi",2,55,60,497000000
Town house cantik di tengah kota bandung,"Andir, Bandung",Hunian town house yg terdiri dr 37 unit rumah cantik dengan harga terjangkau,4,73,55,1175000000
Rumah berkwalitas cocok untuk keluarga,Bandung,"BUMI KRESNA ASRI  Jln raya cibaduyut Rancamanyar Kab. Bandung . .Dapatkan Segera Kesempatan dan penawaran terbaik. Bonus PAGAR BENTENG & MEJA KOMPOR Cash keras khusus 2 type 36/60 100juta 70/120 200juta Sampe batas tanggal yang ditentukan . . .untuk tipe tanyakan ketersediaannya : .Type 21/45 Harga 95Jt. .Type 30/45 Harga 105 Jt. .Type 36/60 Harga 115 Jt. .Type 40/60 Harga 125 Jt. .Type 60/90 Harga 205 Jt. .Type 70/120 Harga 225 Jt. .Type 80/120 Harga 245 Jt . Spesifikasi Bangunan ; Free Design Pondasi Batu Kali Struktur Beton Bertulang Dinding Bata Merah Diplester, Diaci dan Dicat Palfond GRC Rangka Atap Kayu Genteng Jatiwangi Keramik 40x40 Air Semi Jetpump Listrik Token 900 Watt Legalitas AJB ( Bisa Upgrade SHM ) Selling Point : 100 % Bebas dari Banjir Dilalui Angkutan Umum Kualitas Bangunan Prima Legalitas Aman & Jelas Free Design Fasilitas Umum dan Sosial banyak . Sistem Pembayaran : Cash Keras / Cash Bertahap Booking Fee 5 Jt ( Sudah termasuk Harga Jual ) . Info lebih lanjut bisa Hub. Diki Firman  CV. Mitra Artha Property, . #rumahminimalis #rumahmurah #dekattol #impiankeluarga #rumahbaru #rumahfreedesain #rumahbandungselatan #rumahbandung",3,70,120,199999999
Riung Galeri Rumah Di kota bandung dkt metro indah mall dan kiaracondong bandung,"Rancasari, Bandung","Hunian 2 Lantai Exclusive di Riung Bandung Kotamadya   Spesifikasi: - Rumah 2 Lantai - Luas Tanah 65 m2 - Luas Bangunan 45 m2 - Kamar Tidur 2 - Kamar Mandi 1 - Dapur - Listrik 1300 watt - Carport  mobil - Air Submersible Pump  Lokasi Premium: -7 menit Exit Tol Gedebage -5 menit ke Pusat Perbelanjaan Modern -Dekat ke Pusat Pendidikan TK s/d PT -8 menit ke Rumah Sakit Al Islam -Dekat tempat hiburan keluarga  Free PPN, BPHTB, BBN, Notaris dan Instalasi listrik *diluar biaya KPR saja *khusus cash keras disc 5%  Promo Bonus: + Tv 32 inch + Canopy Exclusive   HANYA dengan 5 Juta, sudah bisa pilih unit  EXCLUSIVE hanya 5 Unit  Segera survey lokasi sebelum kehabisan  info Lengkap, hubungi  Nama: Fajar RF Call/WA:",2,45,65,675000000
"Dijual Ruko 6 Unit dengan Harga 1,7 Miliar Sudah Dapat semua di jl Raya sapan","Bojongsoang, Bandung","COCOK UNTUK INVEST JUAL CEPAT 1,7 Miliar SUDAH DAPAT 6 RUKO STRATEGIS DI JL RAYA SAPAN
RUKO SUDAH TERSEWA
TINGGAL MENERUSKAN
Cocok buat investasi
Jalur ramai dari arah gede bage - sapan- Ciparay dan Majalaya
dekat area pabrik dan pergudangan
Ke pintu tol gede bage 1 km
dekat ke stasiun kereta api cepat Tegal luar
Luas tanah 260 mtr
Luas bangunan 200 m2
Kamar mandi
Standar listrik 3
Ruang dapur
SHM
2 Air sumur
Standar listrik 3
1300 mtr
Kamar mandi 2
ada ruang masak
Harga 1,7 miliar",4,200,260,1700000000
Rumah Mewah 3 Lantai Suasana Asri Udara Sejuk di Area Premium Cigadung Dago,"Cigadung, Bandung","Hunian dalam cluster premium (indent) di lingkungan yang tenang, asri, udara segar & air yang jernih..  Perpaduan unsur modern perkotaan dengan nuansa alam di kawasan elite Awiligar Dago dengan view kota Bandung dan perbukitan yang mempesona.  Type 100/160 (3 lantai) - Luas bangunan 100 m² - Luas kavling 160 m² - Lebar muka 8 m - 3 KT - 3 KM + 1 Toilet - Ruang Keluarga, Dapur, Ruang Makan, Teras, Balkon, Carport 2 mobil, Taman depan & Taman belakang.  => Denah boleh custom & upgrade luas bangunan asal tidak merubah fascade (tampak depan)  SKEMA BAYAR: 1) Cash Keras 2) Cash Bertahap 3 Bulan, 6 Bulan & 12 Bulan (dicicil rata)  *Tanpa Pembiayaan Bank (KPR)*  HARGA: Harga Normal Rp. 1.699 JT (1,7 M) Harga Cash Keras Pre-launching Rp. 1.599 JT (1,6 M)  NB: ~ Harga sudah termasuk AJB notaris, Balik Nama, IMB, SHM, PPh, PPN, instalasi listrik & air  ~ Harga belum termasuk BPHTB  => Tersedia juga type 50/LT 72 m² (2 Lantai), Rp. 799 JT (Promo Cash Keras)  SELLING POINTS: - Developer berpengalaman & terpercaya yaitu PT. RBI Land yang sudah mengembangkan 6 project cluster di Semarang dan 4 project di Bandung - Keamanan 24 Jam, CCTV dan One Gate Security System, sehingga dapat memberikan rasa aman dan nyaman - Berlokasi di kawasan Elite Awiligar Dago, cocok untuk investasi maupun hunian di masa depan.  FASILITAS UMUM: * One Gate system * CCTV & Security 24h * Row jalan Utama 20 m (2 jalur masing² 9,5 m) * Row jalan cabang 6 m * Masjid * Taman * Kids Playground * Jaringan listrik dan penerangan jalan * Air bersih (Submersibel)  STRATEGIS & dekat ke:  - Kampus ITB, UNPAD, Widyatama, ITENAS, Unikom, ITHB - Hotel Intercontinental, Swiss-Bel Resort, Djayakarta, Clove Garden, Sheraton & Marbella suite - Dago Dream Park - Dago Heritage Golf Course - Dago Pakar Resort - Banyak Cafe & Resto   - RS. Borromeus - Borma Dago & Borma Cikutra, Alfamart & Indomaret - SPBU Cikutra & Dago  Manfaatkan harga promo, harga akan terus naik seiring progres pembangunan/infrastruktur Cluster.  Segera survey -> Cocok lokasi -> Booking",3,100,160,1599000000
